timestamp,epoch,train_loss,val_loss,val_ppl,best_val
2025-11-09 15:33:57,1,5.561607,5.006274,149.35,5.006274
2025-11-09 15:42:35,2,4.857147,4.627156,102.22,4.627156
2025-11-09 15:51:18,3,4.537776,4.401081,81.54,4.401081
2025-11-09 15:59:54,4,4.336272,4.255477,70.49,4.255477
2025-11-09 16:09:15,5,4.183915,4.160421,64.10,4.160421
